id,url_length,hostname_length,path_length,query_length,subdomain_depth,path_depth,has_double_slash_in_path,num_dots,num_hyphens,num_at_symbols,num_tildes,num_underscores,num_percents,num_ampersands,num_hashes,num_query_params,num_numeric_chars,uses_https,https_in_hostname,has_insecure_forms,has_submit_email,has_iframe,has_popup,abnormal_form_action,has_ip_address,domain_in_subdomain,domain_in_path,has_random_domain,brand_in_subdomain,brand_in_path,frequent_domain_mismatch,missing_title,external_favicon,external_link_ratio,external_resource_ratio,null_self_redirect_ratio,has_only_images_in_form,fake_link_statusbar,right_click_disabled,popup_window,ratio_ext_hyperlinks,ratio_ext_media,label
6678,84,29,48,0,1,2,0,2,8,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.040816327,0.375,,0,0,0,0,0.040816327,0.375,0
6679,110,19,84,0,0,5,0,1,11,0,0,0,0,0,0,0,10,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.265625,0.576470588,,0,0,0,0,0.265625,0.576470588,0
6680,88,13,68,0,1,5,0,2,6,0,0,0,0,0,0,0,32,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0.266666667,0.96,,0,0,0,0,0.266666667,0.96,0
6681,64,21,36,0,1,5,0,2,5,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.048192771,0.333333333,,0,0,0,0,0.048192771,0.333333333,0
6682,76,14,55,0,0,2,0,1,7,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.189189189,0.444444444,,0,0,0,0,0.189189189,0.444444444,0
6683,93,15,20,50,0,2,0,2,0,0,0,0,0,4,0,5,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.272727273,0,,0,0,0,0,0.272727273,0,0
6684,86,13,66,0,0,2,0,1,11,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.161538462,0.417582418,,0,0,0,0,0.161538462,0.417582418,0
6685,70,15,48,0,0,2,0,1,8,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0.148648649,0.988888889,,0,0,0,0,0.148648649,0.988888889,0
6686,73,12,54,0,0,4,0,1,7,0,0,0,0,0,0,0,7,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0.115044248,0.982758621,,0,0,0,0,0.115044248,0.982758621,0
6687,61,17,37,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.02173913,0.14,,0,0,0,0,0.02173913,0.14,0
6688,122,28,87,0,1,3,0,3,11,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.119047619,0.371428571,,0,0,0,0,0.119047619,0.371428571,0
6689,75,21,47,0,0,5,0,1,9,0,0,0,0,0,0,0,20,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0.275,1,,0,0,0,0,0.275,1,0
6690,63,15,41,0,0,4,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.18,0.076923077,,0,0,0,0,0.18,0.076923077,0
6691,80,9,64,0,0,5,0,1,5,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.112,0.438202247,,1,0,0,0,0.112,0.438202247,0
6692,154,17,130,0,1,3,0,2,18,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.142857143,0.206896552,,0,0,0,0,0.142857143,0.206896552,0
6693,77,19,32,18,0,3,0,1,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.933333333,,0,0,0,0,0.166666667,0.933333333,0
6694,71,16,1,46,0,0,0,1,0,0,0,0,0,3,0,4,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.094339623,1,,0,0,0,0,0.094339623,1,0
6695,96,12,77,0,0,5,0,1,8,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.076335878,0.0625,,0,0,0,0,0.076335878,0.0625,0
6696,60,10,43,0,0,2,0,2,4,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.048780488,0.206896552,,0,0,0,0,0.048780488,0.206896552,0
6697,75,13,55,0,0,5,0,1,7,0,0,0,0,0,0,0,8,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0.132352941,0.984251969,,0,0,0,1,0.132352941,0.984251969,0
6698,88,12,38,30,0,3,0,1,3,0,0,1,0,1,0,2,5,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.01510574,0.051724138,,0,0,0,0,0.01510574,0.051724138,0
6699,96,22,67,0,1,3,0,2,9,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.428571429,0.945945946,,0,0,0,0,0.428571429,0.945945946,0
6700,65,21,37,0,0,2,0,1,4,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0.074074074,0.647058824,,0,0,0,0,0.074074074,0.647058824,0
6701,116,19,90,0,0,5,0,1,14,0,0,0,0,0,0,0,10,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0.403225807,1,,0,0,0,0,0.403225807,1,0
6702,103,18,12,65,0,1,0,2,0,0,0,0,1,2,0,3,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.210526316,0.923076923,,0,0,0,0,0.210526316,0.923076923,0
6703,90,30,53,0,1,7,0,2,2,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.173333333,0.444444444,,0,0,0,0,0.173333333,0.444444444,0
6704,78,24,27,19,1,1,0,3,1,0,0,1,0,1,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0.260869565,,0,0,0,0,0.0234375,0.260869565,0
6705,88,16,65,0,0,5,0,2,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.071428571,0,,0,0,0,0,0.071428571,0,0
6706,60,21,32,0,0,6,0,1,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.039215686,0,,0,0,0,0,0.039215686,0,0
6707,66,13,13,32,0,2,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01875,0.17948718,,0,0,0,0,0.01875,0.17948718,0
6708,60,22,31,0,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.017241379,1,,0,0,0,0,0.017241379,1,0
6709,111,15,89,0,1,3,0,2,9,0,0,0,0,0,0,0,9,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.343396226,0.744897959,,0,0,0,0,0.343396226,0.744897959,0
6710,79,20,22,29,0,1,0,2,0,0,0,0,0,2,0,3,9,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.137931035,0.235294118,,0,0,0,0,0.137931035,0.235294118,0
6711,62,17,17,20,0,2,0,3,0,0,0,0,0,0,0,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217948718,0.11627907,,0,0,0,0,0.217948718,0.11627907,0
6712,132,21,38,65,2,3,0,4,0,0,0,1,0,6,0,7,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.106382979,0.173913044,,0,0,0,0,0.106382979,0.173913044,0
6713,176,18,107,43,1,7,0,2,0,0,0,12,0,0,0,3,11,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0.009787928,0.298245614,,0,0,0,0,0.009787928,0.298245614,0
6714,79,15,57,0,0,2,0,1,10,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0.192307692,0.733333333,,0,0,0,0,0.192307692,0.733333333,0
6715,60,16,37,0,1,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.222222222,0.133333333,,0,0,0,0,0.222222222,0.133333333,0
6716,97,17,73,0,0,5,0,1,11,0,0,0,0,0,0,0,11,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0.194444444,1,,0,0,0,0,0.194444444,1,0
6717,88,24,57,0,1,3,0,2,7,0,0,2,0,0,0,0,17,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.058823529,0.64,,0,0,0,0,0.058823529,0.64,0
6718,90,12,71,0,0,2,0,1,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.034375,0.191489362,,0,0,0,0,0.034375,0.191489362,0
6719,74,13,54,0,0,5,0,1,6,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0.247619048,1,,0,0,0,0,0.247619048,1,0
6720,68,12,49,0,0,5,0,1,5,0,0,0,0,0,0,0,8,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.075,0.408163265,,0,0,0,0,0.075,0.408163265,0
6721,97,18,1,70,0,0,0,2,0,0,0,1,0,4,0,5,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.189944134,0.08490566,,0,0,0,0,0.189944134,0.08490566,0
6722,109,25,10,66,0,1,0,2,1,0,0,1,0,4,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.018518519,1,,0,0,0,0,0.018518519,1,0
6723,82,10,65,0,1,2,0,2,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0.447876448,1,,0,0,0,0,0.447876448,1,0
6724,76,11,58,0,1,3,0,3,7,0,0,0,0,0,0,0,7,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0.069090909,0.915254237,,0,0,0,0,0.069090909,0.915254237,0
6725,67,19,41,0,1,2,0,3,2,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.833333333,,0,0,0,0,0,0.833333333,0
6726,66,19,14,25,1,1,0,3,1,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.02124183,0.1,,0,0,0,0,0.02124183,0.1,0
6727,63,11,45,0,0,3,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0.189873418,0.85,,0,0,0,0,0.189873418,0.85,0
6728,66,17,22,19,0,2,0,2,0,0,0,0,0,1,0,2,8,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.018018018,0.026086957,,0,0,0,0,0.018018018,0.026086957,0
6729,60,20,33,0,1,3,0,2,3,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0.151515152,0.98,,0,0,0,0,0.151515152,0.98,0
6730,144,19,103,14,0,6,0,1,14,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.18974359,0.675925926,,0,0,0,0,0.18974359,0.675925926,0
6731,117,15,95,0,0,5,0,1,15,0,0,0,0,0,0,0,17,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.066666667,0.130434783,,0,0,0,0,0.066666667,0.130434783,0
6732,106,17,82,0,0,6,0,1,12,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.375,0.272727273,,0,0,0,0,0.375,0.272727273,0
6733,116,23,86,0,1,5,0,3,11,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0.5,,0,0,0,0,0,0.5,0
6734,77,17,53,0,0,4,0,2,0,0,0,3,0,0,0,0,6,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.341463415,0.611111111,,0,0,0,0,0.341463415,0.611111111,0
6735,70,15,48,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.081081081,0.191489362,,0,0,0,0,0.081081081,0.191489362,0
6736,137,15,16,98,0,2,0,4,0,0,0,3,0,5,0,6,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.023809524,0.052631579,,0,0,0,0,0.023809524,0.052631579,0
6737,87,15,65,0,0,4,0,1,10,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.045614035,0.285714286,,0,0,0,0,0.045614035,0.285714286,0
6738,65,13,21,23,0,2,0,2,0,0,0,0,0,1,0,2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.060606061,0.1,,0,0,0,0,0.060606061,0.1,0
6739,86,17,48,13,0,2,0,1,4,0,0,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.7125,,0,0,0,0,0.5,0.7125,0
6740,74,21,46,0,1,3,0,3,4,0,0,0,0,0,0,0,21,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.071428571,0.619047619,,0,0,0,0,0.071428571,0.619047619,0
6741,99,13,79,0,0,5,0,1,8,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.05,0.05,,0,0,0,0,0.05,0.05,0
6742,68,16,45,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0.047337278,0.266666667,,0,0,0,0,0.047337278,0.266666667,0
6743,99,22,70,0,0,4,0,1,9,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.088235294,0.263157895,,0,0,0,0,0.088235294,0.263157895,0
6744,72,11,54,0,1,8,0,5,0,0,0,0,0,0,0,0,26,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0.015384615,,0,0,0,0,0,0.015384615,0
6745,63,9,17,29,0,2,0,2,0,0,0,1,0,2,0,3,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.071428571,0.5625,,0,0,0,0,0.071428571,0.5625,0
6746,93,15,71,0,0,3,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0.077844311,0.870967742,,0,0,0,0,0.077844311,0.870967742,0
6747,79,16,56,0,0,5,0,1,6,0,0,0,0,0,0,0,8,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0.206703911,0.973684211,,0,0,0,0,0.206703911,0.973684211,0
6748,73,22,28,15,0,3,0,2,0,0,0,0,0,2,0,3,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.5,,0,0,0,0,0,0.5,0
6749,64,26,31,0,1,3,0,3,0,0,0,1,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.079331942,1,,0,0,0,0,0.079331942,1,0
6750,103,16,80,0,1,3,0,2,9,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0.261904762,0.368421053,,0,0,0,0,0.261904762,0.368421053,0
6751,74,12,55,0,1,4,0,2,7,0,0,0,0,0,0,0,11,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.040865385,0.3125,,0,0,0,0,0.040865385,0.3125,0
6752,90,19,64,0,1,3,0,2,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.111111111,0.428571429,,0,0,0,0,0.111111111,0.428571429,0
6753,67,29,31,0,1,3,0,3,1,0,0,0,0,0,0,0,6,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.814465409,0.992307692,,0,0,0,0,0.814465409,0.992307692,0
6754,131,27,78,18,1,6,0,2,9,0,0,0,0,0,0,1,8,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.458333333,0.5,,1,0,0,0,0.458333333,0.5,0
6755,96,27,62,0,1,4,0,3,5,0,0,3,0,0,0,0,10,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.135135135,0.721311475,,0,0,0,0,0.135135135,0.721311475,0
6756,62,33,22,0,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.223300971,0.391304348,,0,0,0,0,0.223300971,0.391304348,0
6757,88,21,60,0,1,5,0,2,9,0,0,0,0,0,0,0,8,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0.12295082,1,,0,0,0,0,0.12295082,1,0
6758,95,21,67,0,1,5,0,2,9,0,0,0,0,0,0,0,10,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.050847458,0.468085106,,0,0,0,0,0.050847458,0.468085106,0
6759,108,23,78,0,2,5,0,3,7,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0.085714286,0.372093023,,0,0,0,0,0.085714286,0.372093023,0
6760,76,19,39,10,1,3,0,3,3,0,0,0,0,0,0,1,6,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.236245955,0.967391304,,0,0,0,0,0.236245955,0.967391304,0
6761,93,19,67,0,1,6,0,2,7,0,0,0,0,0,0,0,9,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.153846154,0.128205128,,0,0,0,0,0.153846154,0.128205128,0
6762,91,16,68,0,1,3,0,2,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.071428571,0.054545455,,0,0,0,0,0.071428571,0.054545455,0
6763,67,24,36,0,1,5,0,2,2,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.265734266,0.047619048,,0,0,0,0,0.265734266,0.047619048,0
6764,95,17,18,52,1,2,0,2,2,0,0,3,0,4,0,5,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.048543689,0.037433155,,0,0,0,0,0.048543689,0.037433155,0
6765,98,21,48,21,1,2,0,2,8,0,0,0,0,1,0,2,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.063926941,0.161016949,,0,0,0,0,0.063926941,0.161016949,0
6766,76,16,53,0,1,3,0,3,6,0,0,0,0,0,0,0,6,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.182648402,0.953488372,,0,0,0,0,0.182648402,0.953488372,0
6767,85,15,63,0,1,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139534884,0.896551724,,0,0,0,0,0.139534884,0.896551724,0
6768,111,18,41,44,1,5,0,2,5,0,0,2,0,2,0,3,15,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.356321839,1,,0,0,0,0,0.356321839,1,0
6769,148,12,53,75,1,4,0,2,5,0,0,3,0,2,0,3,6,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.203007519,0.956521739,,0,0,0,0,0.203007519,0.956521739,0
6770,66,24,35,0,1,4,0,2,2,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.098765432,0.333333333,,0,0,0,0,0.098765432,0.333333333,0
6771,63,25,31,0,1,4,0,3,2,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.703125,0.344827586,,0,0,0,0,0.703125,0.344827586,0
6772,75,19,13,35,1,1,0,3,0,0,0,0,0,1,0,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.005376344,0.2,,0,0,0,0,0.005376344,0.2,0
6773,75,17,51,0,1,3,0,3,6,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3125,0.96,,0,0,0,0,0.3125,0.96,0
6774,73,17,49,0,1,5,0,2,5,0,0,0,0,0,0,0,8,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.319892473,0.983050848,,0,0,0,0,0.319892473,0.983050848,0
6775,82,16,33,25,1,3,0,3,2,0,0,0,0,0,0,1,19,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.446909667,0.996,,0,0,0,0,0.446909667,0.996,0
6776,66,15,44,0,1,4,0,3,0,0,0,4,0,0,0,0,7,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0.155844156,0.918918919,,0,0,0,0,0.155844156,0.918918919,0
6777,84,18,59,0,1,3,0,3,6,0,0,0,0,0,0,0,7,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.5,0.166666667,,0,0,0,0,0.5,0.166666667,0
6778,74,29,38,0,1,4,0,2,4,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.060606061,0.878787879,,0,0,0,0,0.060606061,0.878787879,0
6779,117,19,46,44,1,5,0,3,4,0,0,2,0,2,0,3,16,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0.030162413,0.411764706,,0,0,0,0,0.030162413,0.411764706,0
6780,74,21,46,0,1,5,0,2,4,0,0,0,0,0,0,0,12,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0.148148148,0.625,,0,0,0,0,0.148148148,0.625,0
6781,76,13,56,0,1,3,0,2,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.09039548,0.234375,,0,0,0,0,0.09039548,0.234375,0
6782,67,15,45,0,0,2,0,1,5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.674603175,0.736363636,,0,0,0,0,0.674603175,0.736363636,0
6783,113,24,82,0,1,6,0,2,8,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.090909091,0.342857143,,0,0,0,0,0.090909091,0.342857143,0
6784,76,16,53,0,1,4,0,3,2,0,0,2,0,0,0,0,6,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.138339921,0.875,,0,0,0,0,0.138339921,0.875,0
6785,89,21,61,0,1,6,0,2,5,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.409090909,0.666666667,,0,0,0,0,0.409090909,0.666666667,0
6786,125,28,90,0,1,3,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.117647059,0.260869565,,0,0,0,0,0.117647059,0.260869565,0
6787,83,14,62,0,1,6,0,2,7,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.099337748,0.24,,0,0,0,0,0.099337748,0.24,0
6788,93,13,73,0,1,6,0,2,6,0,0,0,0,0,0,0,9,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.541125541,0.447368421,,0,0,0,0,0.541125541,0.447368421,0
6789,126,17,102,0,1,7,0,2,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.055555556,0.625,,0,0,0,0,0.055555556,0.625,0
6790,91,16,68,0,1,4,0,3,8,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.233183857,0.116504854,,0,0,0,0,0.233183857,0.116504854,0
6791,83,18,58,0,0,6,0,1,4,0,0,0,0,0,0,0,8,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0.649606299,0.808510638,,0,0,0,0,0.649606299,0.808510638,0
6792,94,18,43,25,0,3,0,2,2,0,0,0,0,0,0,1,19,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.357692308,0.829268293,,0,0,0,0,0.357692308,0.829268293,0
6793,101,19,15,59,1,2,0,3,0,0,0,0,0,3,0,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,,0,0,0,0,0.333333333,0,0
6794,93,12,74,0,0,4,0,1,8,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.040650407,0.132075472,,0,0,0,0,0.040650407,0.132075472,0
6795,99,18,21,52,1,2,0,3,6,0,0,0,0,1,0,1,16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.125925926,0.465517241,,0,0,0,0,0.125925926,0.465517241,0
6796,63,23,11,21,1,1,0,3,0,0,0,0,0,1,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043859649,0.545454546,,0,0,0,0,0.043859649,0.545454546,0
6797,106,22,10,66,1,1,0,3,12,0,0,0,0,0,0,0,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.064102564,0.18,,0,0,0,0,0.064102564,0.18,0
6798,134,31,96,0,0,5,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.098765432,0.139534884,,0,0,0,0,0.098765432,0.139534884,0
6799,88,17,64,0,1,3,0,2,7,0,0,0,0,0,0,0,7,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0.068014706,1,,0,0,0,0,0.068014706,1,0
6800,85,17,11,49,0,2,0,1,1,0,0,0,3,0,0,1,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.315789474,0.181818182,,0,0,0,0,0.315789474,0.181818182,0
6801,96,28,61,0,1,3,0,2,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.125,0.166666667,,0,0,0,0,0.125,0.166666667,0
6802,151,32,99,12,1,3,0,2,1,0,0,11,0,0,0,1,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.112149533,0.069767442,,0,0,0,0,0.112149533,0.069767442,0
6803,93,8,78,0,0,9,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.297297297,0.615384615,,0,0,0,0,0.297297297,0.615384615,0
6804,70,21,18,23,0,2,0,2,0,0,0,0,0,2,0,3,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.05,0,,0,0,0,0,0.05,0,0
6805,78,19,21,30,0,2,0,2,0,0,0,0,0,2,0,3,7,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0,,0,0,0,0,0.2,0,0
6806,103,14,55,26,0,4,0,2,4,0,0,2,0,1,0,2,21,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.111111111,0.25,,0,0,0,0,0.111111111,0.25,0
6807,78,15,9,46,1,1,0,2,2,0,0,0,2,1,0,2,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043243243,0.058823529,,0,0,0,0,0.043243243,0.058823529,0
6808,79,26,46,0,1,2,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.113402062,0.565217391,,0,0,0,0,0.113402062,0.565217391,0
6809,69,16,46,0,1,3,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.095652174,0.096153846,,0,0,0,0,0.095652174,0.096153846,0
6810,70,27,36,0,1,2,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.063583815,1,,0,0,0,0,0.063583815,1,0
6811,66,10,21,27,0,2,0,2,0,0,0,0,0,2,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103448276,,0,0,0,0,0,0.103448276,0
