url_length,hostname_length,subdomain_depth,has_double_slash_in_path,num_dots,num_hyphens,num_at_symbols,num_tildes,num_underscores,num_percents,num_ampersands,num_query_params,num_slashes,https_in_hostname,http_in_path,has_insecure_forms,has_submit_email,has_iframe,has_popup,abnormal_form_action,has_ip_address,domain_in_subdomain,domain_in_path,has_random_domain,has_prefix_suffix,brand_in_subdomain,brand_in_path,domain_in_brand,frequent_domain_mismatch,missing_title,external_favicon,external_link_ratio,external_resource_ratio,null_self_redirect_ratio,fake_link_statusbar,right_click_disabled,popup_window,ratio_ext_hyperlinks,ratio_ext_media,char_repeat_ratio,dns_record_exists,domain_registration_length,domain_age,web_traffic_rank,page_rank,label
24,15,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.063037249,0,0,0,0,0,0.063037249,0,3,0,0,-1,1906357,4,0
51,21,3,0,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5076,0,3,1
109,15,2,0,2,11,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.58041958,100,0,0,0,1,0.58041958,100,7,0,140,5339,11052,6,0
63,14,2,0,2,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.650406504,75.75757576,0,0,0,0,0.650406504,75.75757576,4,0,1654,7478,631,7,0
28,16,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6776556779999999,100,0,0,0,0,0.6776556779999999,100,3,0,0,2466,940222,3,0
28,20,1,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,353,12,0,0,1
127,50,3,0,4,1,0,0,2,0,2,1,4,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,25,3992,5697976,0,1
20,11,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.364583333,70,0,0,0,0,0.364583333,70,4,0,0,67,958398,2,0
52,20,3,0,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,302,1523,0,0,1
65,17,3,0,3,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.347432024,33.33333333,0,0,0,0,0.347432024,33.33333333,3,0,47,3970,282367,5,0
90,17,3,0,3,4,0,0,3,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,236,8896,596512,3,0
98,13,2,0,2,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,1346,7419,285,7,0
138,13,2,0,2,1,0,0,0,0,6,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,346,1115,6093988,0,1
34,25,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1050,5158,0,8,1
70,19,1,0,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,298,1162,0,0,1
35,27,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,6381,0,3,1
49,30,2,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.120689655,16.66666667,0,0,0,0,0.120689655,16.66666667,1,0,333,6606,899,5,1
23,14,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,207,1254,0,0,0
59,18,2,0,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.055155875,6.944444444,0,0,0,0,0.055155875,6.944444444,3,0,2085,6315,8182,6,0
27,16,2,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0.095238095,0,3,0,336,760,0,0,1
29,21,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2361,274501,3,0
135,19,2,0,2,14,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,71,659,0,2,0
40,14,3,0,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,-1,0,0,1
45,37,3,0,5,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.75862069,0,0,0,0,0,0.75862069,0,5,0,277,88,9498326,0,1
48,11,3,0,3,0,0,0,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3506,9279,1060251,3,0
30,6,1,0,1,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,229,2328,6143932,3,1
119,25,2,0,2,2,0,0,3,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.884615385,0,0,0,0,0,0.884615385,0,3,0,382,8018,0,4,1
117,30,3,0,4,1,0,0,8,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,-1,24323,4,0
59,28,3,0,4,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.80952381,80,0,0,0,0,0.80952381,80,1,0,228,5616,0,5,1
49,24,3,0,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692307692,0,0,0,0,0,0.692307692,0,6,0,109,987,5630285,3,1
50,37,2,0,2,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.727272727,0,0,0,0,0,0.727272727,0,0,0,374,7295,0,5,1
24,15,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027,7.692307692000001,0,0,0,0,0.027027027,7.692307692000001,0,0,541,4573,0,3,0
102,23,3,0,3,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,100,0,0,0,0,1,100,5,0,209,3078,0,0,1
67,26,2,0,2,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,74,5770,0,2,1
40,32,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100,0,0,0,0,1,100,2,0,952,7083,17964,3,1
243,12,3,0,4,2,0,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0.988071571,100,0,0,0,0,0.988071571,100,8,0,297,798,0,0,1
30,22,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.522222222,100,0,0,0,0,0.522222222,100,0,0,372,7297,0,5,0
47,16,2,0,2,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.016233766,0,0,0,0,0,0.016233766,0,0,0,903,7132,12,7,0
59,19,2,0,2,4,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208333333,100,0,0,0,0,0.208333333,100,5,0,224,1967,2047297,3,0
36,16,2,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.330508475,24.13793103,0,0,0,0,0.330508475,24.13793103,0,0,140,6070,14592,5,0
53,25,3,0,3,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,169,7501,3805267,5,0
54,18,3,0,3,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06504065,10,0,0,0,0,0.06504065,10,4,0,60,8705,69911,5,0
81,22,3,0,3,0,0,0,3,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7236,3316,5,0
81,27,2,0,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.033333333,20,0,0,0,0,0.033333333,20,5,0,76,5767,0,2,1
58,21,3,0,4,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,1103,0,0,1
37,17,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.096385542,87.5,0,0,0,0,0.096385542,87.5,0,0,1004,3378,178841,5,0
79,12,3,0,4,2,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,230,135,0,0,1
52,35,3,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.067961165,0,0,0,0,0,0.067961165,0,1,1,116,7189,428172,2,1
43,12,3,0,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0,12351,7882,5,0
80,13,3,0,3,1,0,0,0,0,0,1,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,220,2618,0,0,1
235,19,1,0,1,2,0,0,2,0,2,1,13,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.966666667,100,0,0,0,0,0.966666667,100,11,0,238,1589,0,0,1
62,22,3,0,3,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,355,2931,0,1,1
48,16,2,0,2,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016438356,0,0,0,0,0,0.016438356,0,3,0,53,5426,60810,5,0
80,12,2,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144230769,0,0,0,0,0,0.144230769,0,5,0,0,-1,6446,6,0
37,29,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,100,0,0,0,0,0.6,100,1,0,1248,7882,0,2,1
33,10,3,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.473684211,0,0,0,0,0,0.473684211,0,2,0,296,-1,0,0,1
52,20,3,0,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,831,-1,62214,5,0
57,35,3,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049180328,0,0,0,0,0,0.049180328,0,5,0,212,3806,0,2,0
21,6,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0.285714286,0,0,0,0,-1,3514,9,1
436,14,3,0,3,2,0,0,0,0,0,1,11,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,1063,-1,0,0,1
34,26,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.830985915,100,0,0,0,0,0.830985915,100,0,0,371,7298,0,5,0
72,22,3,0,4,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,318,-1,0,0,1
22,13,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0.5,0,0,0,87,2469,527748,4,0
31,13,2,0,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0.066666667,0,3,0,1718,7412,1355,6,0
52,22,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.848484848,25,0,0,0,0,0.848484848,25,7,0,373,7296,0,5,1
56,29,3,0,3,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,-1,0,0,1
54,13,3,0,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0.774193548,0,0,0,0,0,0.774193548,0,5,1,0,-1,0,0,1
82,30,3,0,3,1,0,0,0,0,1,1,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,100,0,0,0,0,1,100,2,0,952,7083,17964,3,1
68,13,1,0,1,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207142857,90.47619048,0,0,0,0,0.207142857,90.47619048,0,0,1069,6965,900,7,0
55,19,1,0,1,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0.111111111,0,1,0,1220,4624,1372238,5,0
39,31,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,128,-1,0,1,0
40,18,2,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239669421,100,0,0,0,0,0.239669421,100,3,0,293,9205,690,6,0
48,21,2,0,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2697,7529,23368,4,1
24,10,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,1,100,3,0,0,2139,309382,7,1
72,15,3,0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.021621622,0,0,0,0,0,0.021621622,0,2,0,132,11555,609,7,0
25,16,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.571428571,66.66666667,0,0,0,0,0.571428571,66.66666667,3,0,146,1314,3926702,3,0
63,21,3,0,5,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,176,1284,0,4,1
38,15,3,0,3,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,0,-1,0,0,1
32,23,2,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.032786885,1.612903226,0,0,0,0,0.032786885,1.612903226,3,0,276,4472,335899,2,0
85,31,2,0,2,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7333333329999999,0,0,0,0,0,0.7333333329999999,0,1,0,600,1957,0,0,1
27,19,2,0,2,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.024305556,0,0,0,0,0,0.024305556,0,3,0,182,4567,1857815,2,0
55,20,2,0,2,0,0,0,0,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2062,1590,0,0,1
73,10,2,0,2,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,4,0,92,2098,0,2,1
40,16,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043859649,0,0,0,0,0,0.043859649,0,3,1,0,-1,124657,3,0
61,22,3,0,3,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107526882,14.28571429,0,0,0,0,0.107526882,14.28571429,3,0,3567,7756,49305,5,0
119,15,3,0,3,8,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11425,259309,4,0
43,15,2,0,2,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.442307692,0,0,0,0,0,0.442307692,0,3,0,208,5636,2,10,0
56,14,3,0,4,0,0,0,2,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,975,4503,317915,4,0
27,11,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.48,0,0,0,0,0,0.48,0,1,0,179,7491,63,10,0
71,19,2,0,2,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.037037037,0,0,0,0,0,0.037037037,0,2,0,268,-1,1173481,1,1
41,13,2,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.354166667,49.32432432,0,0,0,0,0.354166667,49.32432432,4,0,64,8336,66410,5,0
40,32,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,-1,0,0,1
77,23,3,0,3,4,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.4,0,4,0,276,4838,8307276,5,0
63,10,3,0,3,0,1,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.166666667,0,0,0,0,0,0.166666667,0,0,0,6,360,8262494,0,1
62,18,2,0,2,4,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060344828,66.66666667,0,0,0,0,0.060344828,66.66666667,4,0,1048,8812,888250,5,0
73,14,2,0,2,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,100,0,0,0,0,0.55,100,5,0,1167,5406,9301,6,0
57,20,3,0,4,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0.095238095,0,3,0,142,588,0,1,1
52,15,3,0,4,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,830,8294,150140,2,1
23,14,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.607142857,100,0,0,0,0,0.607142857,100,1,0,120,1340,2646678,3,0
33,25,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,38,5440,0,2,0
65,25,3,0,3,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,36,4785,7301451,3,0
34,26,3,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0,0,0,0,0,0.666666667,0,3,0,2782,-1,646312,2,0
70,14,1,0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,246,5233,10313348,3,1
62,20,3,0,3,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,216,3437,0,0,1
29,21,2,0,2,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.45,100,0,0,0,0,0.45,100,3,0,379,3639,181624,1,0
32,24,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7142857140000001,100,0,0,0,0,0.7142857140000001,100,4,0,222,2700,0,2,0
88,17,3,0,3,4,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.44966443,66.66666667,0,0,0,0,0.44966443,66.66666667,8,0,115,8759,1179,6,0
63,20,2,0,2,3,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,100,0,0,0,0,0.725,100,4,0,115,2077,6416,5,0
30,21,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6,0,0,0,0,0,0.6,0,1,0,2972,8350,1,10,0
73,17,3,0,3,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.666666667,0,0,0,0,0,0.666666667,0,2,0,0,-1,2617839,2,1
48,19,3,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462857143,20,0,0,0,0,0.462857143,20,4,0,197,6377,7962,5,0
132,16,3,0,3,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,39,0,270,7764,32,5,1
33,25,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.096153846,57.14285714,0,0,0,0,0.096153846,57.14285714,3,0,135,2421,0,4,0
63,23,3,0,3,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,-1,0,0,1
39,31,2,0,2,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4,0,0,-1,77586,1,1
49,27,3,0,3,2,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,303,6636,0,0,1
35,28,2,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.8125,0,0,0,0,0,0.8125,0,1,0,374,7295,0,5,1
134,50,3,0,4,1,0,0,2,0,2,1,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,4003,5828815,0,1
32,23,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0.076923077,0,5,0,669,4079,293870,5,0
49,31,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.80952381,80,0,0,0,0,0.80952381,80,1,0,228,5616,0,5,1
648,18,3,0,3,1,0,0,0,24,0,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.7142857140000001,100,0,0,0,0,0.7142857140000001,100,21,0,311,1881,6613,1,1
108,17,2,0,2,10,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.036842105,0,0,0,0,0,0.036842105,0,5,0,646,9217,38608,5,0
21,12,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.225,66.66666667,0,0,0,0,0.225,66.66666667,3,0,468,-1,0,3,0
31,24,2,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.095348837,88.88888889,0,0,0,0,0.095348837,88.88888889,0,0,766,5808,3255580,3,0
19,10,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.044776119,10,0,0,0,0,0.044776119,10,0,0,0,6255,2494084,2,0
47,25,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.150537634,0,0,0,0,0,0.150537634,0,4,0,2506,6259,683,6,0
32,24,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,357,8,0,0,1
71,46,3,0,3,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.967741935,100,0,0,0,0,0.967741935,100,4,0,80,1015,1196152,2,1
55,13,2,0,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.057971014,40,0,0,0,0,0.057971014,40,4,0,1309,8185,31609,5,0
37,29,3,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,364,1,0,0,1
36,21,2,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,289,75,0,0,1
31,22,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051282051,0,0,0,0,0,0.051282051,0,4,0,422,5421,0,2,0
45,18,2,0,2,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.318181818,33.33333333,0,0,0,0,0.318181818,33.33333333,4,0,2223,5811,225,7,0
156,68,3,0,6,3,0,0,1,1,2,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,-1,4280394,0,1
18,9,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.003703704,0,0,0,0,0,0.003703704,0,1,0,84,2472,1457389,2,0
46,19,3,0,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,239,7796,0,0,1
28,20,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0.025,0,3,0,174,3843,5462227,2,0
